question_id,question_type,sentence,relation_type,option_A,option_B,option_C,option_D,gold_option,gpt_answer,deepseek_answer,bert_answer,eval_gpt,eval_deepseek,eval_bert
Q2_拿_take_0037,Q2,老师和家长必须要严于律已，不贪占小便宜，不随便拿别人的东西，给孩子做个好榜样。,proto,攻下，占领,拿取实物,控制、掌控,,B,A,A,B,Incorrect,Incorrect,Correct
Q2_走_walk_0285,Q2,【例文展示】修远路漫漫，求索在脚下鲁迅先生说：“世界上本没有路，走的人多了，…。,proto,移动,行走,往来，社交,,B,B,B,D,Correct,Correct,Incorrect
Q2_开_seperate_0191,Q2,许多人都有一个误解，感觉气管被割开，人就“断气”了。,image schema,扩大,分割,贯通，使通,启，张，把关闭的东西打开,D,A,A,C,Incorrect,Incorrect,Incorrect
Q2_开_enlarge_0183,Q2,早在190年.江I’〕北街就建有码头设立海关开辟对外通商口岸。,metaphorical,贯通，使通,分割,扩大,启，张，把关闭的东西打开,D,B,B,A,Incorrect,Incorrect,Incorrect
Q2_吃_feel_0406,Q2,形容人惊讶的句子他猛然站起来，吃惊地瞪大眼睛，张口结舌说不出话来。,metaphorical,感受,把东西送进口中咽下,忍受，承受,,B,B,A,B,Correct,Incorrect,Correct
Q2_吃_feel_0411,Q2,2、德拉克鲁瓦：庸人没有回答不了的问题，也没有吃惊的时刻。,metaphorical,忍受，承受,把东西送进口中咽下,感受,,B,B,B,B,Correct,Correct,Correct
Q2_开_enlarge_0189,Q2,帮助开发者快速创建小程序、小游戏和公众号网页等应用。,metaphorical,分割,贯通，使通,扩大,启，张，把关闭的东西打开,D,B,B,A,Incorrect,Incorrect,Incorrect
Q2_拿_take_0038,Q2,而且有时候有些故事还是想看看的但一拿起来就已读了放包里后来...。,proto,控制、掌控,攻下，占领,拿取实物,,C,C,B,A,Correct,Incorrect,Incorrect
Q2_拿_take_0043,Q2,手拿包和其他包款有着不同的设计感…。,proto,控制、掌控,拿取实物,攻下，占领,,B,C,C,C,Incorrect,Incorrect,Incorrect
Q2_开_open_0159,Q2,但有一点不好的就，是冰箱用久了难免会产生异味，打开冰箱后，扑面而来…。,proto,分割,扩大,启，张，把关闭的东西打开,贯通，使通,C,B,B,B,Incorrect,Incorrect,Incorrect
Q2_吃_feel_0401,Q2,然而无敌的佐菲可以说是无瘪不吃，像希波利特星人，…。,metaphorical,把东西送进口中咽下,忍受，承受,感受,,A,B,B,C,Incorrect,Incorrect,Incorrect
Q2_走_move_0306,Q2,走形，拼音zǒuxíng，漢語詞語，失去原有的形狀，變形。,image schema,往来，社交,移动,行走,,C,B,A,C,Incorrect,Incorrect,Correct
Q2_拿_control_0047,Q2,"对于叔叔回国这桩十拿九稳的事,大家还拟定了上千种计划,甚至计划到要用这位叔叔的钱置一所别墅。",metaphorical,攻下，占领,拿取实物,控制、掌控,,B,A,A,A,Incorrect,Incorrect,Incorrect
Q2_开_cut_through_0172,Q2,建筑墙壁上开洞的方法-2.开洞过程中，要注意力度和速度，避免过快过猛，以免导致墙面破损。,image schema,分割,贯通，使通,扩大,启，张，把关闭的东西打开,D,B,B,C,Incorrect,Incorrect,Incorrect
Q2_吃_feel_0405,Q2,在这种吃力的接待气氛中感到很不舒服。,metaphorical,忍受，承受,把东西送进口中咽下,感受,,B,B,B,B,Correct,Correct,Correct
Q2_走_move_0309,Q2,走样是一个词语，读音是zǒuyàng，意思是变样，失去原有的样子。,image schema,往来，社交,行走,移动,,B,C,B,B,Incorrect,Correct,Correct
Q2_吃_eat_0397,Q2,既然主食吃太多或太少，都会影响健康，那要吃多少才好。,proto,忍受，承受,感受,把东西送进口中咽下,,C,A,A,C,Incorrect,Incorrect,Correct
Q2_吃_feel_0413,Q2,例句：Iwassurprisedatyourtone.我对你的腔调吃惊不小。,metaphorical,把东西送进口中咽下,感受,忍受，承受,,A,A,A,A,Correct,Correct,Correct
Q2_开_cut_through_0163,Q2,尺寸：136cm×28cm×2释文：未旱开渠，大事小做亦成功；临渴掘井，小事大做亦无益。,image schema,启，张，把关闭的东西打开,贯通，使通,扩大,分割,A,A,B,B,Correct,Incorrect,Incorrect
Q2_开_open_0154,Q2,电脑设置打不开，可能是问题也可能是Bug，13种方法总有对症...。,proto,贯通，使通,分割,启，张，把关闭的东西打开,扩大,C,D,D,D,Incorrect,Incorrect,Incorrect
Q2_走_walk_0282,Q2,「世界是一座桥，走过去，不要在上面盖房子」的英文原文是什么。,proto,行走,移动,往来，社交,,A,C,C,A,Incorrect,Incorrect,Correct
Q2_开_open_0150,Q2,要在打开盖子时自动唤醒或开启笔记本电脑，请启用BIOS中的“打开盖子时开机”功能。,proto,分割,扩大,启，张，把关闭的东西打开,贯通，使通,C,B,B,C,Incorrect,Incorrect,Correct
Q2_吃_bear_0426,Q2,吃小亏占大便宜，常用汉语成语，读音是（chīxiǎokuīzhàndàbiànyí）。,metaphorical,感受,把东西送进口中咽下,忍受，承受,,B,C,C,D,Incorrect,Incorrect,Incorrect
Q2_开_open_0158,Q2,双开冰箱通常都是比较大的，容量在400L以上的…。,proto,贯通，使通,分割,启，张，把关闭的东西打开,扩大,C,B,B,B,Incorrect,Incorrect,Incorrect
Q2_开_open_0148,Q2,这一步经常有人弄错，开电脑首先应该先开显示器。,proto,贯通，使通,启，张，把关闭的东西打开,扩大,分割,B,B,B,D,Correct,Correct,Incorrect
Q2_开_enlarge_0188,Q2,华为开发者学堂-面向开发者学习、认证和职业发展的人才生态平台。,metaphorical,分割,贯通，使通,扩大,启，张，把关闭的东西打开,D,C,B,A,Incorrect,Incorrect,Incorrect
Q2_拿_control_0051,Q2,拿得起：想做什么事情，就敢于去做。,metaphorical,攻下，占领,控制、掌控,拿取实物,,C,B,B,D,Incorrect,Incorrect,Incorrect
Q2_开_open_0157,Q2,销售产品包括智能排烟窗系统、智能通风系统、电动开窗器系列、手动开窗器系列、门窗通风器系列。,proto,启，张，把关闭的东西打开,扩大,贯通，使通,分割,A,A,A,C,Correct,Correct,Incorrect
Q2_吃_eat_0395,Q2,“吃碳水会胖，吃米饭升血糖。,proto,忍受，承受,感受,把东西送进口中咽下,,C,C,B,B,Correct,Incorrect,Incorrect
Q2_吃_bear_0422,Q2,“好汉不吃眼前亏”是汉语常用成语，意指明智之人善于审时度势，暂时避开不利处境以避免受损受辱。,metaphorical,忍受，承受,感受,把东西送进口中咽下,,C,C,C,B,Correct,Correct,Incorrect
Q2_走_move_0304,Q2,走位讲究的是身法无痕，步步为营，它能够让你绕开敌人的封锁，直捣黄龙。,image schema,行走,往来，社交,移动,,A,C,B,C,Incorrect,Incorrect,Incorrect
Q2_拿_occupy_0067,Q2,加速融入欧洲市场，宁水集团4月8日成功拿下国内首张水表MID认证证书。,image schema,拿取实物,控制、掌控,攻下，占领,,A,B,B,D,Incorrect,Incorrect,Incorrect
Q2_吃_eat_0392,Q2,每天不吃主食只吃菜的人最后怎样了。,proto,把东西送进口中咽下,感受,忍受，承受,,A,C,C,A,Incorrect,Incorrect,Correct
Q2_吃_bear_0418,Q2,余生平吃数大堑，而癸丑六月不与焉。,metaphorical,把东西送进口中咽下,忍受，承受,感受,,A,B,A,B,Incorrect,Correct,Incorrect
Q2_拿_take_0031,Q2,1、物品性质：若物品为他人所有且未明确表示放弃，未经允许拿走可能违法。,proto,拿取实物,攻下，占领,控制、掌控,,A,C,C,A,Incorrect,Incorrect,Correct
Q2_开_open_0152,Q2,电脑黑屏却开着机这是什么原因造成的，我们有什…。,proto,启，张，把关闭的东西打开,分割,贯通，使通,扩大,A,C,C,C,Incorrect,Incorrect,Incorrect
Q2_走_social_contact_0324,Q2,而如今，“过年走亲戚”的习俗似乎正在逐渐被年轻一代...。,metaphorical,行走,往来，社交,移动,,A,C,C,D,Incorrect,Incorrect,Incorrect
Q2_走_move_0305,Q2,练习走位的基础要点，走位总是走不开，骗不到。,image schema,行走,往来，社交,移动,,A,B,B,B,Incorrect,Incorrect,Incorrect
Q2_吃_eat_0386,Q2,要想让“改变进餐顺序”变得有意义，也要吃够量才行。,proto,把东西送进口中咽下,忍受，承受,感受,,A,C,D,D,Incorrect,Incorrect,Incorrect
Q2_开_seperate_0203,Q2,"2025五五开黑节详细全攻略（4.23-5.8）,蔷薇,王者荣耀,王者福利拉满福利拉满。",image schema,分割,贯通，使通,启，张，把关闭的东西打开,扩大,C,B,B,B,Incorrect,Incorrect,Incorrect
Q2_开_seperate_0199,Q2,三七开身材的人上半身容易积累脂肪，下半身比较瘦弱，身材…。,image schema,扩大,分割,启，张，把关闭的东西打开,贯通，使通,C,A,A,B,Incorrect,Incorrect,Incorrect
Q2_走_walk_0291,Q2,"""风走""是现代汉语中的动词词组，读音为fēngzǒu，其核心释义为""如风似地疾趋；快走""。",proto,移动,往来，社交,行走,,C,C,C,B,Correct,Correct,Incorrect
Q2_开_enlarge_0187,Q2,地图开疆的好处有两点：一方面满足了自己…。,metaphorical,扩大,分割,启，张，把关闭的东西打开,贯通，使通,C,A,A,A,Incorrect,Incorrect,Incorrect
Q2_开_cut_through_0174,Q2,开洞时应采用专业的开洞工具和技术，确保洞口形状、尺寸和位置符合设计要求。,image schema,扩大,分割,贯通，使通,启，张，把关闭的东西打开,D,C,C,A,Incorrect,Incorrect,Incorrect
Q2_走_move_0296,Q2,"词语解释走味,走味儿[zǒuwèi，zǒuwèiér]⒈跑味儿；味道、气味散失。",image schema,往来，社交,移动,行走,,C,B,B,C,Incorrect,Incorrect,Correct
Q2_吃_bear_0429,Q2,吃亏和占便宜作为构成人生的无数个细微节点的两种不同选择，…。,metaphorical,忍受，承受,把东西送进口中咽下,感受,,B,A,A,A,Incorrect,Incorrect,Incorrect
Q2_拿_control_0050,Q2,"当机立断拿不起放不下拿得起:想做什么事情,就敢于去做!放得下:做一件事时,知道变通,该放…。",metaphorical,拿取实物,控制、掌控,攻下，占领,,A,B,B,B,Incorrect,Incorrect,Incorrect
Q2_吃_bear_0423,Q2,都是吃亏，但这两者是有很大区别的。,metaphorical,感受,把东西送进口中咽下,忍受，承受,,B,A,A,B,Incorrect,Incorrect,Correct
Q2_开_cut_through_0171,Q2,这不是常规开洞的位置，而且实际项目中操作起来也是有局限和难…。,image schema,贯通，使通,分割,启，张，把关闭的东西打开,扩大,C,A,A,D,Incorrect,Incorrect,Incorrect
Q2_走_walk_0281,Q2,不一会，它又出现在阳台外面，沿着阑干慢慢走过…。,proto,行走,移动,往来，社交,,A,B,B,D,Incorrect,Incorrect,Incorrect
Q2_拿_take_0044,Q2,这是简约复古手拿包晚宴包硬斜挎包跨境欧美风金属色盒子包的详细页面。,proto,拿取实物,攻下，占领,控制、掌控,,A,C,C,D,Incorrect,Incorrect,Incorrect
Q2_开_seperate_0192,Q2,广东，一位妈妈骑车早上送孩子去上学，不料，熊孩子在后座竟然用小刀悄悄将妈妈的羽绒服隔开，里面…。,image schema,扩大,分割,启，张，把关闭的东西打开,贯通，使通,C,A,A,A,Incorrect,Incorrect,Incorrect
Q2_吃_feel_0414,Q2,那么你知道吃惊用英语怎么说吗?下面来学习一下吧。,metaphorical,把东西送进口中咽下,忍受，承受,感受,,A,C,A,C,Incorrect,Correct,Incorrect
Q2_开_seperate_0202,Q2,五五开是否还有挽回的余地。,image schema,启，张，把关闭的东西打开,扩大,贯通，使通,分割,A,B,B,D,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0348,Q3,"此次走访任务分小组实施，每组派5人实施，先行访问200名…。
与“走漏”相关的成语走下坡路走丸逆坂走为上着走为上策走为上计漏卮难满漏尽更阑漏尽钟鸣漏尽锺鸣漏泄天机。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,C,Incorrect,Incorrect,Incorrect
Q3_开_seperate_0242,Q3,"大度开，就是大于正常纸张的开本。
“空调温度过低且门窗大开，电灯长明，电脑24小时持续开机。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,C,Correct,Correct,Incorrect
Q3_吃_feel_0430,Q3,"如果你偶然闯入闲鱼兴趣圈，可能就会为谷子、棉花娃娃等在闲鱼的热度感到吃惊。
,蔬菜,水果,粗粮,绿叶菜,全谷物,膳食纤维有许多人不喜欢吃蔬菜，而是喜欢吃肉。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,C,C,Incorrect,Incorrect,Incorrect
Q3_拿_occupy_0094,Q3,"奇葩手段拿下比赛，附魔强化不在话下2023年7月10日发布小运爱摔角0人关注。
这是跨境男士长款手拿钱包大容量通勤简约零钱包学生钱夹卡包热销…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0217,Q3,"是前人开了这条路，我们现在才走得平坦
该桥始建于1916年，全长260米、宽27.7米，采用机械装置调节桥面高度以满足船只通行的开启桥设计。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,A,Correct,Correct,Correct
Q3_开_seperate_0237,Q3,"用小拉钩将切口向两侧对称拉开，一一结扎、切断皮下组织内的较大浅静脉。
然而，有用户遇到打不开win10电源…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,D,Incorrect,Incorrect,Incorrect
Q3_拿_control_0087,Q3,"要想不被人拿捏，就不能性格太好，要敢于翻脸。
这句咒语叫：“它们是99.9%的人不用知道的杯子”，拿走不谢~七年前辞去KPMG审计师…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,C,D,Incorrect,Incorrect,Incorrect
Q3_吃_feel_0435,Q3,"蒋门神虽然长大，近因酒色所迷，淘虚了身子，先自吃了那一惊。
所以，吃完放纵餐之后，你感觉到的「胖了」其实是「肿了」：身体肿胀，感觉自…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,A,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0450,Q3,"青年“自找苦吃”，就要不断拼搏奋斗。
所以，吃完放纵餐之后，你感觉到的「胖了」其实是「肿了」：身体肿胀，感觉自…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,A,C,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0453,Q3,"第一百零二回王庆因奸吃官司龚端被打师军犯话说王庆见板凳作怪，用脚去踢那板凳。
而他们所吃的点心，其实也就是在为后来的一日三餐做铺垫。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,A,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0219,Q3,"很多矿产集团用传统的爆破方式来开洞
好饿啊，你打开冰箱看看有什么吃的吧！",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0215,Q3,"政府预计在2024年9月开地铁2号线
文章详细介绍了电磁阀在液/气路系统中的作用，包括其基本概念如常开/常闭、位和...。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,A,C,Incorrect,Correct,Incorrect
Q3_拿_occupy_0102,Q3,"反正趴着不动等着拿下高地引用：2025-12-2210:17总有点元旦前拿下245高地的感觉。
这句咒语叫：“它们是99.9%的人不用知道的杯子”，拿走不谢~七年前辞去KPMG审计师…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,D,B,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0350,Q3,"相关例句有“卖油的小贩走街串巷地做生意。
这个消息千万不能透露出去，以免走漏风声。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,D,C,Incorrect,Incorrect,Incorrect
Q3_吃_feel_0444,Q3,"早知道这样我怎会让他吃瘪
-“只吃肉不吃主食”的减肥方法存在一定的风险。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,A,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0206,Q3,"首先，开洞必须严格按照设计要求进行施工，…。
电源的开关符号中的‘—’表示关闭，用“O”表示打开也有开关用‘off’和“on”标识的。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,A,Incorrect,Incorrect,Correct
Q3_开_enlarge_0226,Q3,"加入开发人员计划，获取免费的即时沙盒和示例数据包（包括Teams）。
普通开关的接触点之间是空气作为绝缘的，因为空气有良好的绝缘性能，但是在开关的过程…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_拿_control_0079,Q3,"拿主意-由你来决定一个想法。
这是跨境男士长款手拿钱包大容量通勤简约零钱包学生钱夹卡包热销…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,A,Correct,Incorrect,Incorrect
Q3_走_move_0334,Q3,"风声总会走漏，这些见不得人的勾当终于东窗事发了。
），编号为11的人走过来，把是…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,C,D,Incorrect,Incorrect,Incorrect
Q3_走_move_0331,Q3,"如：「现在不法商人走漏严重，政府应加强缉私查税工作。
走过只表示在你眼睛看着的前面过去，不一定是对着你的方向。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,C,Incorrect,Incorrect,Incorrect
Q3_走_move_0335,Q3,"这个消息千万不能透露出去，以免走漏风声。
母亲拦住我：“那条路走不得。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,C,C,Incorrect,Incorrect,Incorrect
Q3_拿_occupy_0101,Q3,"部队接连攻占三个阵地后受阻，临近拂晓，再不拿下高地将贻误整个战机。
【1】咖啡杯的正确拿法应是拇指和食指捏住杯耳将杯子端起。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,D,Incorrect,Incorrect,Incorrect
Q3_拿_occupy_0091,Q3,"点评比赛很累，上一场踢满120分钟，还是拿下比赛最重要...。
房子没拿钥匙可能需交物业费。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,A,C,Incorrect,Correct,Incorrect
Q3_拿_occupy_0093,Q3,"DK稳健发挥成功拿下比赛。
1、侵犯财产权：根据民法典规定，未经允许擅自拿取并使用他人钥匙可能需赔偿财产损失。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,A,D,Incorrect,Correct,Incorrect
Q3_拿_control_0085,Q3,"他因为没本事，在公司只能处处被人拿捏。
记录与记忆：使用笔记录是保留信息的重要方式，因此，梦见拿笔也…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,A,Correct,Correct,Incorrect
Q3_吃_feel_0436,Q3,"她说的话让我大吃了一惊。
每次只要选择一种喜欢的高热量食物来吃，而非暴饮暴食。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,C,Correct,Correct,Incorrect
Q3_开_enlarge_0220,Q3,"将它们与Git管理和云部署一起使用，以获得完整的端到端开发人员体验。
将冰箱门打开等霜融化，注意不要用利…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,C,C,Incorrect,Incorrect,Incorrect
Q3_拿_control_0086,Q3,"木易知道自己这回是彻底拿住了她。
【1】咖啡杯的正确拿法应是拇指和食指捏住杯耳将杯子端起。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_吃_bear_0448,Q3,"42、没有吃苦的经历，就没有享乐的感受。
或者问：餐前吃和就餐时吃有啥区别吗。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,D,Correct,Incorrect,Incorrect
Q3_走_move_0330,Q3,"命将温媪锁禁空房，不许走漏消息。
其一是源于余华文学作品中""爱情的脚步在屋前走过去又走过来""的唯美表达，被用作…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,B,C,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0354,Q3,"2、在特定情境如征兵中走后门明确违法。
走气走气，汉语词语，词义有两种，一是指漏泄气体，二是比喻泄劲。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,C,Correct,Incorrect,Incorrect
Q3_走_move_0333,Q3,"与“走漏”相关的成语走下坡路走丸逆坂走为上着走为上策走为上计漏卮难满漏尽更阑漏尽钟鸣漏尽锺鸣漏泄天机。
他如果看到你走过来了，却没有要迎接的意思，那你就停下来，没有回应就停止行动。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,C,C,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0211,Q3,"叶飞枫骨立，萍尽沼乔开。
普通开关的接触点之间是空气作为绝缘的，因为空气有良好的绝缘性能，但是在开关的过程…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,D,B,Correct,Incorrect,Incorrect
Q3_拿_control_0075,Q3,"人生的智慧，往往藏在最简单的道理里——""拿得起，放得下""。
不过在没有拿到钥匙的时候，可能很多人还都是有些困惑，毕竟第1次买房根本就不知道拿房子钥匙…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,D,Incorrect,Correct,Incorrect
Q3_开_seperate_0243,Q3,"一种情况是楼上说的，就是互相开票，增加双方的营业额，…。
本文基于Python和OpenCV，介绍图像形态学处理中的开、闭和梯度运算。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,A,A,Incorrect,Correct,Correct
Q3_开_enlarge_0231,Q3,"这块地被几个房地产公司抢着开发
如果您打开了局域网世界，您应当可…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,D,C,Incorrect,Incorrect,Incorrect
Q3_拿_occupy_0099,Q3,"“天亮之前，不拿下碉堡，大部队总攻就会受阻，解放全中国就会受到影响。
总之，外国人拿笔的方式受到各种因素的影响，包括文化背景、个人偏好、生理能力和社会规范。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,D,D,Correct,Incorrect,Incorrect
